ref,url,title,date_of_incident,company,category,incident_type,severity,location,escalation_stage,sources
TMR-0715,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-los-0715,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Los Angeles, CA, reported to NHTSA as minor w/ hospitalization",2025-09-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0716,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-non-motori-0716,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with non-motorist: cyclist in Atlanta, GA, reported to NHTSA as minor w/ hospitalization",2025-09-01,Waymo,autonomous_vehicle,collision,minor_injury,"Atlanta, GA",report,1
TMR-0717,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-pickup-tru-0717,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with pickup truck in Atlanta, GA, reported to NHTSA as minor w/ hospitalization",2025-09-01,Waymo,autonomous_vehicle,collision,minor_injury,"Atlanta, GA",report,1
TMR-0718,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-motorcycle-0718,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with motorcycle in Tempe, AZ, reported to NHTSA as a fatality",2025-09-01,Waymo,autonomous_vehicle,collision,fatality,"Tempe, AZ",report,1
TMR-0719,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-heavy-truc-0719,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with heavy truck in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2025-08-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0720,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-san-0720,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in San Francisco, CA, reported to NHTSA as moderate w/o hospitalization",2025-08-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0721,https://themachinerecord.com/case/a-tesla-autonomous-vehicle-tesla-model-y-was-involved-in-a-crash-with-suv-in-aus-0721,"A Tesla autonomous vehicle (Tesla Model Y) was involved in a crash with suv in Austin, TX, reported to NHTSA as minor w/ hospitalization",2025-07-01,Tesla,autonomous_vehicle,collision,minor_injury,"Austin, TX",report,1
TMR-0722,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-san-0722,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Santa Clara, CA, reported to NHTSA as moderate w/ hospitalization",2025-07-01,Waymo,autonomous_vehicle,collision,serious_injury,"Santa Clara, CA",report,1
TMR-0723,https://themachinerecord.com/case/a-zoox-autonomous-vehicle-toyota-highlander-was-involved-in-a-crash-with-passeng-0723,"A Zoox autonomous vehicle (Toyota Highlander) was involved in a crash with passenger car in Spring Valley, NV, reported to NHTSA as minor w/ hospitalization",2025-07-01,Zoox,autonomous_vehicle,collision,minor_injury,"Spring Valley, NV",report,1
TMR-0724,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-passenger--0724,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with passenger car in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2025-06-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0725,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-non-motori-0725,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with non-motorist: cyclist in San Francisco, CA, reported to NHTSA as minor w/ hospitalization",2025-06-01,Waymo,autonomous_vehicle,collision,minor_injury,"San Francisco, CA",report,1
TMR-0729,https://themachinerecord.com/case/a-cruise-autonomous-vehicle-struck-and-dragged-a-pedestrian-approximately-20-fee-0729,"A Cruise autonomous vehicle struck and dragged a pedestrian approximately 20 feet on October 2, 2023, after she was first hit by a human-driven car.",2023-10-02,Cruise,autonomous_vehicle,pedestrian struck and dragged by autonomous vehicle,serious_injury,"San Francisco, California",report,8
TMR-0730,https://themachinerecord.com/case/employee-is-struck-by-robotic-arm-while-cleaning-sensor-0730,Employee Is Struck By Robotic Arm While Cleaning Sensor,2024-12-02,,industrial,investigation,fatality,,investigation,1
TMR-0743,https://themachinerecord.com/case/employee-dies-from-chest-injuries-when-crushed-by-robot-arm-0743,Employee Dies From Chest Injuries When Crushed By Robot Arm,2024-02-22,,industrial,investigation,fatality,,investigation,1
TMR-0744,https://themachinerecord.com/case/employee-is-killed-when-crushed-by-spot-welding-robot-0744,Employee Is Killed When Crushed By Spot Welding Robot,2022-09-01,,industrial,investigation,fatality,,investigation,1
TMR-0745,https://themachinerecord.com/case/employee-incurs-concussion-when-struck-by-robotic-arm-0745,Employee Incurs Concussion When Struck By Robotic Arm,2021-04-08,,industrial,investigation,serious_injury,,investigation,1
TMR-0746,https://themachinerecord.com/case/employee-is-killed-when-caught-in-between-okura-robotic-pall-0746,Employee Is Killed When Caught In Between Okura Robotic Pall,2021-01-14,,industrial,investigation,fatality,,investigation,1
TMR-0747,https://themachinerecord.com/case/employee-incurs-multiple-injuries-when-struck-by-robot-0747,Employee Incurs Multiple Injuries When Struck By Robot,2020-09-02,,industrial,investigation,serious_injury,,investigation,1
TMR-0748,https://themachinerecord.com/case/employee-sustains-multiple-injuries-when-struck-by-robot-shu-0748,Employee Sustains Multiple Injuries When Struck By Robot Shu,2020-02-20,,industrial,investigation,serious_injury,,investigation,1
TMR-0749,https://themachinerecord.com/case/employee-injures-feet-when-repeatedly-struck-by-robot-pusher-0749,Employee Injures Feet When Repeatedly Struck By Robot Pusher,2020-01-09,,industrial,investigation,serious_injury,,investigation,1
TMR-0750,https://themachinerecord.com/case/employee-incurs-concussion-when-struck-in-head-by-robot-0750,Employee Incurs Concussion When Struck In Head By Robot,2019-10-22,,industrial,investigation,serious_injury,,investigation,1
TMR-0751,https://themachinerecord.com/case/employee-is-pinned-against-heated-mold-by-robotic-arm-and-su-0751,Employee Is Pinned Against Heated Mold By Robotic Arm And Su,2019-02-11,,industrial,investigation,serious_injury,,investigation,1
TMR-0752,https://themachinerecord.com/case/worker-sustains-fractured-hip-when-struck-by-robot-0752,Worker Sustains Fractured Hip When Struck By Robot,2017-12-12,,industrial,investigation,serious_injury,,investigation,1
TMR-0753,https://themachinerecord.com/case/employee-is-struck-by-robot-arm-and-sustains-fractured-stern-0753,Employee Is Struck By Robot Arm And Sustains Fractured Stern,2017-01-17,,industrial,investigation,serious_injury,,investigation,1
TMR-0755,https://themachinerecord.com/case/pool-cleaner-robot-poolrunner-battery-pro-performance-0755,Pool cleaner robot: Poolrunner Battery Pro Performance,2025-03-07,,consumer,recall,property_damage,,recall,1
TMR-0756,https://themachinerecord.com/case/lawn-mower-miimo-0756,Lawn mower: Miimo,2024-11-08,Honda,consumer,recall,property_damage,,recall,1
TMR-0757,https://themachinerecord.com/case/robotic-vacuum-cleaner-mini-vacuum-sweeper-0757,Robotic vacuum cleaner: Mini vacuum sweeper,2023-12-22,,consumer,recall,property_damage,,recall,1
TMR-0758,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-was-0758,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Washington, DC, reported to NHTSA as minor w/ hospitalization",2026-07-01,Waymo,autonomous_vehicle,collision,minor_injury,"Washington, DC",report,1
TMR-0759,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-los-0759,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Los Angeles, CA, reported to NHTSA as minor w/ hospitalization",2026-06-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0760,https://themachinerecord.com/case/a-zoox-autonomous-vehicle-zoox-zoox-was-involved-in-a-crash-with-pickup-truck-in-0760,"A Zoox autonomous vehicle (Zoox Zoox) was involved in a crash with pickup truck in Las Vegas, NV, reported to NHTSA as minor w/ hospitalization",2026-06-01,Zoox,autonomous_vehicle,collision,minor_injury,"Las Vegas, NV",report,1
TMR-0761,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-zeekr-rt-was-involved-in-a-crash-with-non-motorist-sc-0761,"A Waymo autonomous vehicle (Zeekr Rt) was involved in a crash with non-motorist: scooter - skateboard in Los Angeles, CA, reported to NHTSA as moderate w/o hospitalization",2026-06-01,Waymo,autonomous_vehicle,collision,minor_injury,"Los Angeles, CA",report,1
TMR-0762,https://themachinerecord.com/case/humanoid-robots-fell-crashed-and-malfunctioned-repeatedly-at-the-inaugural-world-0762,"Humanoid robots fell, crashed, and malfunctioned repeatedly at the inaugural World Humanoid Robot Games in Beijing from August 15 to 17, 2025.",2025-08-15,,humanoid,"robots falling, collapsing, and malfunctioning during competition events",no_harm,"Beijing, China",report,6
TMR-0768,https://themachinerecord.com/case/zoox-recalled-software-on-all-105-robotaxis-after-one-vehicle-drove-into-an-acti-0768,"Zoox recalled software on all 105 robotaxis after one vehicle drove into an active fire scene obscured by heavy smoke in Las Vegas on June 20, 2026.",2026-06-20,Zoox (Amazon),autonomous_vehicle,recall,no_harm,"Las Vegas, Nevada",recall,4
TMR-0769,https://themachinerecord.com/case/cruise-fined-500-000-by-doj-for-submitting-a-false-report-omitting-that-its-robo-0769,"Cruise fined $500,000 by DOJ for submitting a false report omitting that its robotaxi dragged a pedestrian in October 2023 in San Francisco.",2023-10-01,Cruise (GM),autonomous_vehicle,fine,serious_injury,"San Francisco, California",fine,4
TMR-0770,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-non-motori-0770,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with non-motorist: pedestrian in Dallas, TX, reported to NHTSA as a fatality",2026-08-01,Waymo,autonomous_vehicle,collision,fatality,"Dallas, TX",report,1
TMR-0771,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-bus-in-san-0771,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with bus in San Francisco, CA, reported to NHTSA as moderate w/ hospitalization",2026-07-01,Waymo,autonomous_vehicle,collision,serious_injury,"San Francisco, CA",report,1
TMR-0772,https://themachinerecord.com/case/a-waymo-autonomous-vehicle-jaguar-i-pace-was-involved-in-a-crash-with-suv-in-atl-0772,"A Waymo autonomous vehicle (Jaguar I-Pace) was involved in a crash with suv in Atlanta, GA, reported to NHTSA as moderate w/ hospitalization",2026-07-01,Waymo,autonomous_vehicle,collision,serious_injury,"Atlanta, GA",report,1
